"A_YEAR","B_COUNTRY","N_REGION_ISO","Q176","Q158","Q159","Q163","Q71","Q72","Q73","Q59","Q60","Q61","Q262","Q275","Q207","Q171","Q63","Q58","Q62","Q161","regions","Tech_convenience","Tech_future","Tech_impact","Tech_moral","Government","Political_party","Parliament","Neighborhood","Acquaintance","Stranger","Other_Nationality","Family","Other_Religion","Moral_uncertainty","Age","Education","Social_media_usage","Religious_service"
2017,840,840025,4,8,8,9,3,3,3,3,2,3,24,3,2,7,2,1,2,3,"Midwest",8,8,9,8,2,2,2,2,3,2,3,4,3,7,24,3,2,7
2017,840,840033,6,8,8,9,3,3,3,2,1,2,27,8,1,7,2,1,2,4,"South",8,8,9,7,2,2,2,3,4,3,3,4,3,5,27,8,1,7
2017,840,840046,1,8,9,9,2,4,4,3,3,4,64,3,5,7,2,2,2,6,"South",8,9,9,5,3,1,1,2,2,1,3,3,3,10,64,3,5,7
2017,840,840044,8,7,8,9,3,3,3,2,2,2,31,6,4,7,2,1,2,2,"West",7,8,9,9,2,2,2,3,3,3,3,4,3,3,31,6,4,7
2017,840,840033,4,10,10,9,4,3,3,4,3,3,49,3,3,7,1,3,1,2,"South",10,10,9,9,1,2,2,1,2,2,4,2,4,7,49,3,3,7
2017,840,840025,8,8,8,9,3,3,3,2,2,3,44,7,1,4,2,2,2,8,"Midwest",8,8,9,3,2,2,2,3,3,2,3,3,3,3,44,7,1,4
2017,840,840033,8,8,8,9,4,3,4,3,2,4,49,4,1,6,3,2,3,3,"South",8,8,9,8,1,2,1,2,3,1,2,3,2,3,49,4,1,6
2017,840,840005,3,9,9,9,2,3,4,3,2,2,71,7,5,7,2,1,2,6,"West",9,9,9,5,3,2,1,2,3,3,3,4,3,8,71,7,5,7
2017,840,840043,6,9,7,9,4,2,2,1,2,2,28,4,5,7,2,1,2,6,"South",9,7,9,5,1,3,3,4,3,3,3,4,3,5,28,4,5,7
2017,840,840005,2,8,10,9,2,3,3,2,2,2,42,4,3,7,2,2,2,3,"West",8,10,9,8,3,2,2,3,3,3,3,3,3,9,42,4,3,7
2017,840,840027,7,8,7,9,1,3,3,2,1,3,70,3,1,1,3,1,2,5,"Midwest",8,7,9,6,4,2,2,3,4,2,2,4,3,4,70,3,1,1
2017,840,840015,5,6,9,9,4,4,4,2,2,3,43,5,5,7,2,1,2,7,"Midwest",6,9,9,4,1,1,1,3,3,2,3,4,3,6,43,5,5,7
2017,840,840020,4,8,8,9,3,3,3,2,2,4,52,8,5,5,2,1,2,2,"South",8,8,9,9,2,2,2,3,3,1,3,4,3,7,52,8,5,5
2017,840,840032,7,8,7,9,4,3,3,2,2,3,46,6,2,6,2,1,2,2,"Northeast",8,7,9,9,1,2,2,3,3,2,3,4,3,4,46,6,2,6
2017,840,840027,3,2,2,9,4,3,3,2,1,3,51,6,4,3,2,1,2,3,"Midwest",2,2,9,8,1,2,2,3,4,2,3,4,3,8,51,6,4,3
2017,840,840020,2,9,9,9,3,3,3,1,1,2,60,3,1,4,1,1,1,2,"South",9,9,9,9,2,2,2,4,4,3,4,4,4,9,60,3,1,4
2017,840,840022,9,8,10,9,3,3,3,3,1,3,30,3,1,7,3,2,3,5,"Midwest",8,10,9,6,2,2,2,2,4,2,2,3,2,2,30,3,1,7
2017,840,840033,8,7,7,9,3,3,3,2,2,3,26,6,5,7,2,2,2,1,"South",7,7,9,10,2,2,2,3,3,2,3,3,3,3,26,6,5,7
2017,840,840033,2,8,9,9,3,3,3,2,1,2,64,3,5,1,2,1,2,2,"South",8,9,9,9,2,2,2,3,4,3,3,4,3,9,64,3,5,1
2017,840,840038,6,8,8,9,2,3,3,3,2,3,47,6,1,7,3,2,3,8,"Northeast",8,8,9,3,3,2,2,2,3,2,2,3,2,5,47,6,1,7
2017,840,840033,4,4,2,9,3,3,3,4,2,4,71,2,5,7,2,2,2,3,"South",4,2,9,8,2,2,2,1,3,1,3,3,3,7,71,2,5,7
2017,840,840028,5,8,8,9,2,3,2,2,2,2,72,3,1,7,2,1,2,2,"West",8,8,9,9,3,2,3,3,3,3,3,4,3,6,72,3,1,7
2017,840,840033,1,8,8,9,3,2,3,3,2,3,53,4,1,7,2,1,2,1,"South",8,8,9,10,2,3,2,2,3,2,3,4,3,10,53,4,1,7
2017,840,840020,1,9,7,9,3,3,3,2,2,2,38,6,5,2,2,1,2,3,"South",9,7,9,8,2,2,2,3,3,3,3,4,3,10,38,6,5,2
2017,840,840013,3,8,8,9,3,3,3,2,2,3,48,5,1,6,2,1,2,10,"Midwest",8,8,9,1,2,2,2,3,3,2,3,4,3,8,48,5,1,6
2017,840,840043,3,9,8,9,3,3,3,3,2,3,22,6,1,4,3,2,3,2,"South",9,8,9,9,2,2,2,2,3,2,2,3,2,8,22,6,1,4
2017,840,840010,5,9,9,9,3,3,3,2,1,2,52,5,2,4,2,1,2,1,"South",9,9,9,10,2,2,2,3,4,3,3,4,3,6,52,5,2,4
2017,840,840009,2,9,7,9,1,4,4,3,2,3,21,6,1,7,3,1,4,5,"South",9,7,9,6,4,1,1,2,3,2,2,4,1,9,21,6,1,7
2017,840,840005,9,9,4,9,4,3,3,3,3,3,48,6,1,5,3,1,3,3,"West",9,4,9,8,1,2,2,2,2,2,2,4,2,2,48,6,1,5
2017,840,840005,1,4,8,9,4,1,3,4,1,3,24,7,1,7,3,3,1,7,"West",4,8,9,4,1,4,2,1,4,2,2,2,4,10,24,7,1,7
2017,840,840019,2,9,7,9,1,2,3,2,2,4,50,3,1,7,2,1,2,1,"Northeast",9,7,9,10,4,3,2,3,3,1,3,4,3,9,50,3,1,7
2017,840,840043,3,9,9,9,3,2,3,2,2,2,23,5,1,3,2,1,2,5,"South",9,9,9,6,2,3,2,3,3,3,3,4,3,8,23,5,1,3
2017,840,840032,1,9,10,9,2,3,2,3,2,3,50,8,3,7,3,1,3,10,"Northeast",9,10,9,1,3,2,3,2,3,2,2,4,2,10,50,8,3,7
2017,840,840005,10,10,10,9,3,3,3,2,2,2,39,6,2,7,2,2,2,2,"West",10,10,9,9,2,2,2,3,3,3,3,3,3,1,39,6,2,7
2017,840,840005,8,9,9,9,3,3,3,2,2,2,49,7,5,4,2,2,2,2,"West",9,9,9,9,2,2,2,3,3,3,3,3,3,3,49,7,5,4
2017,840,840038,5,5,5,9,4,3,3,2,2,2,24,6,1,3,2,2,2,5,"Northeast",5,5,9,6,1,2,2,3,3,3,3,3,3,6,24,6,1,3
2017,840,840006,9,6,7,9,4,3,3,1,1,2,66,7,1,7,1,1,1,2,"West",6,7,9,9,1,2,2,4,4,3,4,4,4,2,66,7,1,7
2017,840,840009,7,10,10,9,2,3,3,2,3,4,37,6,1,4,3,2,3,9,"South",10,10,9,2,3,2,2,3,2,1,2,3,2,4,37,6,1,4
2017,840,840012,5,6,5,9,2,4,3,3,3,4,33,2,2,6,4,1,4,3,"West",6,5,9,8,3,1,2,2,2,1,1,4,1,6,33,2,2,6
2017,840,840032,1,8,8,10,3,3,3,2,2,2,74,3,5,2,2,1,2,8,"Northeast",8,8,10,3,2,2,2,3,3,3,3,4,3,10,74,3,5,2
2017,840,840006,8,8,8,10,4,3,4,2,2,2,59,8,1,3,1,1,1,1,"West",8,8,10,10,1,2,1,3,3,3,4,4,4,3,59,8,1,3
2017,840,840022,9,10,9,10,2,3,3,2,2,2,24,5,1,1,2,1,2,10,"Midwest",10,9,10,1,3,2,2,3,3,3,3,4,3,2,24,5,1,1
2017,840,840013,3,8,5,10,1,3,2,2,1,3,59,7,5,2,2,1,2,2,"Midwest",8,5,10,9,4,2,3,3,4,2,3,4,3,8,59,7,5,2
2017,840,840009,1,10,10,10,2,4,4,3,2,3,19,4,1,7,2,1,2,10,"South",10,10,10,1,3,1,1,2,3,2,3,4,3,10,19,4,1,7
2017,840,840021,3,9,10,10,4,3,3,2,1,2,54,6,1,5,2,1,2,1,"Northeast",9,10,10,10,1,2,2,3,4,3,3,4,3,8,54,6,1,5
2017,840,840030,6,8,8,10,3,4,3,2,2,3,49,6,1,2,2,1,2,1,"Northeast",8,8,10,10,2,1,2,3,3,2,3,4,3,5,49,6,1,2
2017,840,840021,4,9,6,10,3,4,3,2,1,2,63,4,5,7,2,2,2,1,"Northeast",9,6,10,10,2,1,2,3,4,3,3,3,3,7,63,4,5,7
2017,840,840005,1,10,10,10,2,2,3,3,2,4,30,6,1,2,2,1,2,1,"West",10,10,10,10,3,3,2,2,3,1,3,4,3,10,30,6,1,2
2017,840,840009,9,10,10,10,4,3,3,2,2,3,45,4,4,7,2,1,4,1,"South",10,10,10,10,1,2,2,3,3,2,3,4,1,2,45,4,4,7
2017,840,840033,7,9,10,10,3,3,3,3,1,3,30,6,1,7,2,2,2,3,"South",9,10,10,8,2,2,2,2,4,2,3,3,3,4,30,6,1,7
2017,840,840032,8,10,10,10,3,3,3,2,1,2,30,7,1,4,2,2,2,3,"Northeast",10,10,10,8,2,2,2,3,4,3,3,3,3,3,30,7,1,4
2017,840,840006,4,9,5,10,2,4,2,2,2,2,27,4,1,7,2,1,2,5,"West",9,5,10,6,3,1,3,3,3,3,3,4,3,7,27,4,1,7
2017,840,840005,9,8,8,10,3,3,3,2,2,2,34,7,4,7,2,1,2,1,"West",8,8,10,10,2,2,2,3,3,3,3,4,3,2,34,7,4,7
2017,840,840023,10,10,10,10,3,3,3,2,1,2,62,3,2,7,2,1,2,1,"Midwest",10,10,10,10,2,2,2,3,4,3,3,4,3,1,62,3,2,7
2017,840,840047,8,8,8,10,1,3,3,2,2,2,57,7,5,4,2,1,2,3,"West",8,8,10,8,4,2,2,3,3,3,3,4,3,3,57,7,5,4
2017,840,840035,6,10,10,10,4,3,3,3,2,3,26,8,1,4,3,1,3,1,"Midwest",10,10,10,10,1,2,2,2,3,2,2,4,2,5,26,8,1,4
2017,840,840035,6,9,9,10,4,4,4,3,2,3,55,7,4,6,4,2,3,1,"Midwest",9,9,10,10,1,1,1,2,3,2,1,3,2,5,55,7,4,6
2017,840,840027,5,8,8,10,4,4,3,2,1,2,24,6,1,4,2,1,2,3,"Midwest",8,8,10,8,1,1,2,3,4,3,3,4,3,6,24,6,1,4
2017,840,840040,2,9,8,10,3,4,3,2,3,3,39,6,5,7,2,2,3,1,"South",9,8,10,10,2,1,2,3,2,2,3,3,2,9,39,6,5,7
2017,840,840034,9,9,8,10,3,4,3,1,1,2,67,4,1,7,2,1,2,1,"Midwest",9,8,10,10,2,1,2,4,4,3,3,4,3,2,67,4,1,7
2017,840,840032,9,9,6,10,2,4,4,2,2,3,70,7,1,2,2,2,2,7,"Northeast",9,6,10,4,3,1,1,3,3,2,3,3,3,2,70,7,1,2
2017,840,840046,10,5,5,10,2,4,4,2,2,3,79,6,5,1,2,1,2,5,"South",5,5,10,6,3,1,1,3,3,2,3,4,3,1,79,6,5,1
2017,840,840027,1,10,6,10,4,3,4,3,2,3,62,4,1,7,2,3,2,1,"Midwest",10,6,10,10,1,2,1,2,3,2,3,2,3,10,62,4,1,7
2017,840,840033,8,9,8,10,3,3,3,2,1,2,56,5,1,3,2,1,2,2,"South",9,8,10,9,2,2,2,3,4,3,3,4,3,3,56,5,1,3
2017,840,840032,8,8,8,10,1,4,4,2,2,2,38,6,5,4,2,1,2,2,"Northeast",8,8,10,9,4,1,1,3,3,3,3,4,3,3,38,6,5,4
2017,840,840022,1,10,10,10,4,3,3,1,1,3,45,6,1,7,2,1,1,1,"Midwest",10,10,10,10,1,2,2,4,4,2,3,4,4,10,45,6,1,7
2017,840,840009,10,10,10,10,4,4,4,1,1,2,35,5,2,6,2,1,2,1,"South",10,10,10,10,1,1,1,4,4,3,3,4,3,1,35,5,2,6
2017,840,840042,4,7,7,10,2,3,3,1,1,2,67,4,3,6,1,1,1,1,"South",7,7,10,10,3,2,2,4,4,3,4,4,4,7,67,4,3,6
2017,840,840049,4,9,7,10,3,4,3,3,2,2,33,8,1,6,2,2,2,1,"Midwest",9,7,10,10,2,1,2,2,3,3,3,3,3,7,33,8,1,6
2017,840,840035,8,9,9,10,3,4,4,2,2,3,29,4,4,7,3,2,3,1,"Midwest",9,9,10,10,2,1,1,3,3,2,2,3,2,3,29,4,4,7
2017,840,840005,5,2,10,10,3,3,2,2,1,2,90,3,5,4,2,1,2,1,"West",2,10,10,10,2,2,3,3,4,3,3,4,3,6,90,3,5,4
2017,840,840009,1,10,10,10,1,2,3,2,2,3,65,3,1,2,2,1,2,10,"South",10,10,10,1,4,3,2,3,3,2,3,4,3,10,65,3,1,2
2017,840,840025,4,10,10,10,3,3,3,2,2,3,48,3,2,7,2,1,2,1,"Midwest",10,10,10,10,2,2,2,3,3,2,3,4,3,7,48,3,2,7
2017,840,840013,10,8,8,10,4,3,4,2,2,4,44,3,1,7,2,3,3,1,"Midwest",8,8,10,10,1,2,1,3,3,1,3,2,2,1,44,3,1,7
2017,840,840009,10,10,10,10,4,3,3,2,3,3,35,4,1,5,2,1,2,5,"South",10,10,10,6,1,2,2,3,2,2,3,4,3,1,35,4,1,5
2017,840,840009,3,10,10,10,2,2,2,2,2,2,31,7,1,4,2,2,2,5,"South",10,10,10,6,3,3,3,3,3,3,3,3,3,8,31,7,1,4
2017,840,840025,10,10,10,10,2,4,4,2,2,3,58,6,1,7,3,2,3,1,"Midwest",10,10,10,10,3,1,1,3,3,2,2,3,2,1,58,6,1,7
2017,840,840046,8,7,8,10,2,4,3,2,2,3,74,6,2,7,2,1,2,3,"South",7,8,10,8,3,1,2,3,3,2,3,4,3,3,74,6,2,7
2017,840,840027,2,10,10,10,4,4,4,3,3,4,31,4,4,7,3,1,3,1,"Midwest",10,10,10,10,1,1,1,2,2,1,2,4,2,9,31,4,4,7
2017,840,840043,5,10,10,10,4,3,4,2,1,2,27,6,2,6,2,1,2,1,"South",10,10,10,10,1,2,1,3,4,3,3,4,3,6,27,6,2,6
2017,840,840018,3,2,1,10,2,4,3,2,2,3,25,4,1,4,3,1,3,2,"South",2,1,10,9,3,1,2,3,3,2,2,4,2,8,25,4,1,4
2017,840,840035,6,6,9,10,4,3,3,4,2,4,62,5,1,6,2,2,3,5,"Midwest",6,9,10,6,1,2,2,1,3,1,3,3,2,5,62,5,1,6
2017,840,840049,8,10,10,10,4,4,3,1,2,2,19,7,1,3,2,1,2,2,"Midwest",10,10,10,9,1,1,2,4,3,3,3,4,3,3,19,7,1,3
2017,840,840021,1,9,9,10,1,3,3,2,1,2,59,3,1,2,2,1,2,4,"Northeast",9,9,10,7,4,2,2,3,4,3,3,4,3,10,59,3,1,2
2017,840,840033,6,10,10,10,3,4,3,2,2,3,28,6,1,2,2,1,2,1,"South",10,10,10,10,2,1,2,3,3,2,3,4,3,5,28,6,1,2
2017,840,840010,8,10,9,10,4,4,3,1,1,2,49,4,1,7,2,1,2,1,"South",10,9,10,10,1,1,2,4,4,3,3,4,3,3,49,4,1,7
2017,840,840009,6,8,1,10,3,3,3,2,2,3,44,4,4,7,2,2,2,1,"South",8,1,10,10,2,2,2,3,3,2,3,3,3,5,44,4,4,7
2017,840,840009,1,9,10,10,3,3,3,2,2,3,20,5,3,1,3,1,3,1,"South",9,10,10,10,2,2,2,3,3,2,2,4,2,10,20,5,3,1
2017,840,840024,1,5,10,10,4,3,3,3,3,3,55,3,2,7,3,1,3,7,"South",5,10,10,4,1,2,2,2,2,2,2,4,2,10,55,3,2,7
2017,840,840033,7,10,10,10,2,3,3,2,1,3,29,6,1,3,1,1,2,1,"South",10,10,10,10,3,2,2,3,4,2,4,4,3,4,29,6,1,3
2017,840,840017,5,8,8,10,3,3,3,2,2,2,30,8,3,5,2,2,2,3,"South",8,8,10,8,2,2,2,3,3,3,3,3,3,6,30,8,3,5
2017,840,840047,1,10,7,10,3,4,4,2,2,3,39,4,2,6,2,2,2,10,"West",10,7,10,1,2,1,1,3,3,2,3,3,3,10,39,4,2,6
2017,840,840032,10,10,10,10,2,4,3,2,2,3,34,6,1,5,2,1,2,1,"Northeast",10,10,10,10,3,1,2,3,3,2,3,4,3,1,34,6,1,5
2017,840,840035,1,4,1,10,2,3,3,2,2,4,76,3,5,4,3,1,2,5,"Midwest",4,1,10,6,3,2,2,3,3,1,2,4,3,10,76,3,5,4
2017,840,840006,10,9,10,10,3,3,1,2,2,1,40,3,2,4,2,2,2,6,"West",9,10,10,5,2,2,4,3,3,4,3,3,3,1,40,3,2,4
2017,840,840013,4,8,9,10,4,4,4,2,2,2,55,8,1,5,2,1,2,1,"Midwest",8,9,10,10,1,1,1,3,3,3,3,4,3,7,55,8,1,5
2017,840,840003,3,10,10,10,3,3,3,2,2,3,63,3,5,7,2,1,2,1,"West",10,10,10,10,2,2,2,3,3,2,3,4,3,8,63,3,5,7
2017,840,840032,4,10,10,10,4,4,4,2,2,2,28,4,1,7,2,3,2,1,"Northeast",10,10,10,10,1,1,1,3,3,3,3,2,3,7,28,4,1,7
2017,840,840046,5,3,2,10,4,3,3,3,3,4,40,0,1,7,3,2,3,3,"South",3,2,10,8,1,2,2,2,2,1,2,3,2,6,40,0,1,7
2017,840,840038,3,6,6,10,3,3,3,2,2,3,29,5,3,7,3,1,3,1,"Northeast",6,6,10,10,2,2,2,3,3,2,2,4,2,8,29,5,3,7
2017,840,840042,4,8,10,10,4,3,4,2,2,3,28,8,1,4,2,2,2,1,"South",8,10,10,10,1,2,1,3,3,2,3,3,3,7,28,8,1,4
2017,840,840004,5,9,9,10,4,3,3,3,2,3,59,3,2,7,2,1,2,1,"South",9,9,10,10,1,2,2,2,3,2,3,4,3,6,59,3,2,7
2017,840,840018,3,6,6,10,4,3,3,2,1,3,30,7,1,7,1,1,1,1,"South",6,6,10,10,1,2,2,3,4,2,4,4,4,8,30,7,1,7
2017,840,840025,1,10,10,10,4,3,4,2,1,2,24,8,1,2,2,1,2,1,"Midwest",10,10,10,10,1,2,1,3,4,3,3,4,3,10,24,8,1,2
2017,840,840003,10,10,10,10,2,3,3,1,1,2,74,3,5,7,4,1,3,10,"West",10,10,10,1,3,2,2,4,4,3,1,4,2,1,74,3,5,7
2017,840,840035,9,10,10,10,4,3,4,4,1,3,28,6,1,7,3,1,3,1,"Midwest",10,10,10,10,1,2,1,1,4,2,2,4,2,2,28,6,1,7
2017,840,840020,10,10,10,10,4,4,3,2,1,2,26,7,2,7,2,1,2,1,"South",10,10,10,10,1,1,2,3,4,3,3,4,3,1,26,7,2,7
2017,840,840027,6,10,10,10,4,3,4,2,2,3,25,6,5,5,2,2,4,1,"Midwest",10,10,10,10,1,2,1,3,3,2,3,3,1,5,25,6,5,5
2017,840,840043,1,7,8,10,2,3,3,3,2,3,28,5,1,6,2,2,2,7,"South",7,8,10,4,3,2,2,2,3,2,3,3,3,10,28,5,1,6
2017,840,840022,1,6,10,10,4,3,3,2,2,3,21,6,2,3,2,1,2,2,"Midwest",6,10,10,9,1,2,2,3,3,2,3,4,3,10,21,6,2,3
2017,840,840027,6,10,10,10,4,4,3,2,2,3,34,8,2,7,2,2,2,1,"Midwest",10,10,10,10,1,1,2,3,3,2,3,3,3,5,34,8,2,7
2017,840,840013,10,5,10,10,2,4,3,1,1,2,56,6,4,2,2,1,2,5,"Midwest",5,10,10,6,3,1,2,4,4,3,3,4,3,1,56,6,4,2
2017,840,840005,9,9,9,10,3,4,3,2,2,2,35,6,1,7,2,1,2,3,"West",9,9,10,8,2,1,2,3,3,3,3,4,3,2,35,6,1,7
2017,840,840046,5,8,9,10,3,3,3,2,2,3,27,7,1,7,3,1,3,5,"South",8,9,10,6,2,2,2,3,3,2,2,4,2,6,27,7,1,7
2017,840,840046,10,7,9,10,3,4,3,2,1,2,66,6,1,7,2,1,2,5,"South",7,9,10,6,2,1,2,3,4,3,3,4,3,1,66,6,1,7
2017,840,840005,8,10,10,10,3,4,3,2,1,2,29,6,3,7,2,1,2,1,"West",10,10,10,10,2,1,2,3,4,3,3,4,3,3,29,6,3,7
2017,840,840009,5,7,7,10,3,3,3,2,1,3,33,6,1,6,2,2,2,6,"South",7,7,10,5,2,2,2,3,4,2,3,3,3,6,33,6,1,6
2017,840,840014,7,10,10,10,2,3,3,2,1,2,37,6,5,3,1,2,1,1,"Midwest",10,10,10,10,3,2,2,3,4,3,4,3,4,4,37,6,5,3
2017,840,840030,6,10,10,10,3,4,4,2,2,3,31,7,1,7,2,1,2,1,"Northeast",10,10,10,10,2,1,1,3,3,2,3,4,3,5,31,7,1,7
2017,840,840020,7,4,3,10,3,3,2,3,1,2,25,6,1,7,1,1,1,3,"South",4,3,10,8,2,2,3,2,4,3,4,4,4,4,25,6,1,7
2017,840,840006,10,10,10,10,3,3,3,2,2,2,50,4,2,7,2,1,2,1,"West",10,10,10,10,2,2,2,3,3,3,3,4,3,1,50,4,2,7
2017,840,840048,8,10,4,10,3,3,3,2,2,2,30,6,1,7,2,2,2,1,"South",10,4,10,10,2,2,2,3,3,3,3,3,3,3,30,6,1,7
2017,840,840001,7,8,8,10,3,3,2,1,1,2,28,6,2,7,2,1,2,1,"South",8,8,10,10,2,2,3,4,4,3,3,4,3,4,28,6,2,7
2017,840,840005,5,10,10,10,3,4,3,2,2,3,31,6,5,7,2,1,2,1,"West",10,10,10,10,2,1,2,3,3,2,3,4,3,6,31,6,5,7
2017,840,840033,10,10,10,10,2,4,4,2,2,3,53,3,1,2,2,2,2,10,"South",10,10,10,1,3,1,1,3,3,2,3,3,3,1,53,3,1,2
2017,840,840035,8,10,10,10,4,4,4,2,2,3,33,5,1,5,2,2,2,1,"Midwest",10,10,10,10,1,1,1,3,3,2,3,3,3,3,33,5,1,5
2017,840,840013,7,8,8,10,3,3,3,2,2,2,55,6,1,3,2,2,2,1,"Midwest",8,8,10,10,2,2,2,3,3,3,3,3,3,4,55,6,1,3
2017,840,840006,1,7,8,10,2,3,3,3,2,4,36,8,4,1,3,1,4,10,"West",7,8,10,1,3,2,2,2,3,1,2,4,1,10,36,8,4,1
2017,840,840035,10,10,10,10,4,4,4,4,2,4,27,6,1,7,2,4,1,1,"Midwest",10,10,10,10,1,1,1,1,3,1,3,1,4,1,27,6,1,7
2017,840,840005,6,10,10,10,4,4,3,2,1,3,41,6,1,3,2,2,2,1,"West",10,10,10,10,1,1,2,3,4,2,3,3,3,5,41,6,1,3
2017,840,840027,8,10,10,10,4,4,3,2,2,3,28,7,1,7,2,1,2,1,"Midwest",10,10,10,10,1,1,2,3,3,2,3,4,3,3,28,7,1,7
2017,840,840013,4,10,4,10,3,4,3,2,2,3,35,3,1,7,2,2,2,1,"Midwest",10,4,10,10,2,1,2,3,3,2,3,3,3,7,35,3,1,7
2017,840,840006,7,10,10,10,4,3,3,3,1,4,25,3,1,7,2,2,2,1,"West",10,10,10,10,1,2,2,2,4,1,3,3,3,4,25,3,1,7
2017,840,840047,4,6,6,10,3,3,3,2,2,2,34,4,2,7,2,2,2,5,"West",6,6,10,6,2,2,2,3,3,3,3,3,3,7,34,4,2,7
2017,840,840043,1,10,10,10,3,2,2,1,1,1,34,3,4,5,1,1,1,10,"South",10,10,10,1,2,3,3,4,4,4,4,4,4,10,34,3,4,5
2017,840,840007,2,10,5,10,2,3,3,2,2,3,70,7,5,2,2,1,2,1,"Northeast",10,5,10,10,3,2,2,3,3,2,3,4,3,9,70,7,5,2
2017,840,840043,10,10,10,10,2,2,2,2,2,2,34,3,1,2,2,2,2,1,"South",10,10,10,10,3,3,3,3,3,3,3,3,3,1,34,3,1,2
2017,840,840047,1,10,10,10,3,3,3,4,2,3,27,4,1,7,2,2,2,1,"West",10,10,10,10,2,2,2,1,3,2,3,3,3,10,27,4,1,7
2017,840,840038,1,10,10,10,4,4,4,4,3,4,22,5,5,7,2,2,3,10,"Northeast",10,10,10,1,1,1,1,1,2,1,3,3,2,10,22,5,5,7
2017,840,840005,5,7,8,10,1,2,2,2,2,3,64,3,4,7,2,1,2,5,"West",7,8,10,6,4,3,3,3,3,2,3,4,3,6,64,3,4,7
2017,840,840009,3,10,10,10,4,3,4,2,2,3,33,4,1,7,3,1,3,1,"South",10,10,10,10,1,2,1,3,3,2,2,4,2,8,33,4,1,7
2017,840,840030,5,10,10,10,4,3,3,2,2,4,36,2,1,7,4,2,4,1,"Northeast",10,10,10,10,1,2,2,3,3,1,1,3,1,6,36,2,1,7
2017,840,840047,4,10,10,10,3,3,3,2,2,2,29,8,1,7,2,2,2,1,"West",10,10,10,10,2,2,2,3,3,3,3,3,3,7,29,8,1,7
2017,840,840041,10,9,8,10,3,4,3,2,2,2,26,6,2,1,2,2,2,1,"Midwest",9,8,10,10,2,1,2,3,3,3,3,3,3,1,26,6,2,1
2017,840,840010,10,10,10,10,3,4,4,3,2,3,61,3,4,3,1,2,1,5,"South",10,10,10,6,2,1,1,2,3,2,4,3,4,1,61,3,4,3
2017,840,840044,9,10,8,10,3,4,4,3,2,3,28,6,1,7,3,2,3,1,"West",10,8,10,10,2,1,1,2,3,2,2,3,2,2,28,6,1,7
2017,840,840046,6,7,5,10,3,4,4,2,2,3,29,6,1,2,2,2,2,1,"South",7,5,10,10,2,1,1,3,3,2,3,3,3,5,29,6,1,2
2017,840,840022,7,8,8,10,4,3,3,2,1,2,23,6,1,3,2,2,2,6,"Midwest",8,8,10,5,1,2,2,3,4,3,3,3,3,4,23,6,1,3
2017,840,840046,8,10,10,10,2,3,3,2,2,3,29,8,5,6,2,1,2,1,"South",10,10,10,10,3,2,2,3,3,2,3,4,3,3,29,8,5,6
2017,840,840010,1,4,9,10,4,4,3,3,2,3,32,6,4,2,4,2,3,6,"South",4,9,10,5,1,1,2,2,3,2,1,3,2,10,32,6,4,2
2017,840,840014,7,7,8,10,3,4,4,3,2,4,50,5,1,7,3,2,3,6,"Midwest",7,8,10,5,2,1,1,2,3,1,2,3,2,4,50,5,1,7
2017,840,840043,4,10,10,10,4,3,3,2,2,3,35,6,1,7,2,2,3,1,"South",10,10,10,10,1,2,2,3,3,2,3,3,2,7,35,6,1,7
2017,840,840033,10,9,9,10,2,4,3,4,2,4,24,4,5,3,3,2,3,10,"South",9,9,10,1,3,1,2,1,3,1,2,3,2,1,24,4,5,3
2017,840,840018,10,9,9,10,4,2,4,3,2,4,60,3,5,1,2,2,2,1,"South",9,9,10,10,1,3,1,2,3,1,3,3,3,1,60,3,5,1
2017,840,840001,10,10,10,10,2,3,3,3,3,4,49,4,1,1,2,3,2,1,"South",10,10,10,10,3,2,2,2,2,1,3,2,3,1,49,4,1,1
2017,840,840025,1,10,10,10,4,3,3,4,3,3,41,3,1,7,2,2,2,10,"Midwest",10,10,10,1,1,2,2,1,2,2,3,3,3,10,41,3,1,7
2017,840,840046,5,10,10,10,4,1,1,4,4,4,21,3,5,7,4,4,4,1,"South",10,10,10,10,1,4,4,1,1,1,1,1,1,6,21,3,5,7
2017,840,840010,4,10,10,10,3,4,3,3,2,3,59,5,2,7,3,2,3,8,"South",10,10,10,3,2,1,2,2,3,2,2,3,2,7,59,5,2,7
2017,840,840032,7,10,10,10,4,3,3,2,1,2,70,7,1,4,2,1,2,1,"Northeast",10,10,10,10,1,2,2,3,4,3,3,4,3,4,70,7,1,4
2017,840,840022,7,7,7,10,2,2,2,2,1,3,21,5,1,7,2,1,2,5,"Midwest",7,7,10,6,3,3,3,3,4,2,3,4,3,4,21,5,1,7
2017,840,840027,9,9,10,10,4,4,4,2,1,3,24,6,2,7,2,1,2,1,"Midwest",9,10,10,10,1,1,1,3,4,2,3,4,3,2,24,6,2,7
2017,840,840021,7,9,10,10,3,3,3,2,2,3,57,6,4,2,2,2,2,1,"Northeast",9,10,10,10,2,2,2,3,3,2,3,3,3,4,57,6,4,2
2017,840,840041,1,10,10,10,4,4,4,2,2,3,62,3,1,7,2,1,2,10,"Midwest",10,10,10,1,1,1,1,3,3,2,3,4,3,10,62,3,1,7
